-129075,-129075,-129075,-129075,-129075,-129075,-129075,-129075,-129075,-129075,-129075,-129075,-129075,-129075,-129075,-129075,-129075,-129075,-129075,-129075,-129075,-129075,-129075,-129075,-129075,-129075,-129075,-129075,-129075,-129075,-129075,-129075,-129075,-129075,-129075,-129075,-129075,-129075,-129075,-129075,-129075,-129075,-129075,-129075,-129075,-129075,-129075
-129075,-129079,-129083,-129087,-129091,-129096,-129101,-129106,-129112,-129117,-129123,-129129,-129135,-129141,-129146,-129150,-129154,-129156,-129158,-129157,-129156,-129152,-129147,-129141,-129134,-129125,-129116,-129107,-129098,-129090,-129082,-129076,-129071,-129067,-129065,-129064,-129063,-129063,-129064,-129065,-129066,-129067,-129069,-129070,-129072,-129073,-129075
-129075,-129083,-129091,-129099,-129108,-129118,-129128,-129138,-129150,-129161,-129173,-129186,-129197,-129209,-129219,-129228,-129235,-129241,-129243,-129243,-129239,-129232,-129222,-129209,-129194,-129177,-129158,-129139,-129121,-129104,-129089,-129076,-129066,-129059,-129054,-129051,-129050,-129051,-129052,-129054,-129057,-129060,-129063,-129066,-129069,-129072,-129075
-129075,-129087,-129099,-129112,-129126,-129140,-129156,-129172,-129190,-129208,-129226,-129245,-129263,-129280,-129296,-129311,-129322,-129330,-129334,-129334,-129328,-129318,-129302,-129282,-129258,-129230,-129201,-129172,-129143,-129116,-129093,-129074,-129059,-129048,-129041,-129037,-129036,-129037,-129040,-129043,-129047,-129052,-129056,-129061,-129066,-129070,-129075
-129075,-129091,-129108,-129126,-129145,-129165,-129186,-129208,-129232,-129257,-129283,-129308,-129333,-129357,-129380,-129399,-129415,-129427,-129433,-129433,-129425,-129411,-129389,-129361,-129327,-129288,-129247,-129204,-129164,-129127,-129094,-129068,-129047,-129033,-129024,-129020,-129020,-129022,-129026,-129031,-129037,-129044,-129050,-129056,-129063,-129069,-129075
-129075,-129096,-129118,-129140,-129165,-129190,-129218,-129247,-129278,-129310,-129343,-129376,-129409,-129441,-129470,-129496,-129518,-129533,-129542,-129542,-129533,-129514,-129486,-129448,-129402,-129350,-129294,-129237,-129183,-129133,-129090,-129056,-129030,-129013,-129003,-129000,-129000,-129005,-129011,-129019,-129027,-129035,-129044,-129052,-129060,-129067,-129075
-129075,-129101,-129128,-129156,-129186,-129218,-129253,-129289,-129327,-129368,-129409,-129451,-129492,-129532,-129570,-129603,-129631,-129652,-129664,-129665,-129655,-129631,-129595,-129547,-129487,-129418,-129345,-129270,-129198,-129133,-129079,-129036,-129006,-128986,-128977,-128974,-128978,-128985,-128995,-129005,-129016,-129027,-129037,-129047,-129057,-129066,-129075
-129075,-129106,-129139,-129173,-129209,-129248,-129289,-129334,-129381,-129430,-129480,-129531,-129582,-129632,-129679,-129721,-129757,-129784,-129801,-129805,-129793,-129765,-129721,-129659,-129583,-129494,-129398,-129301,-129208,-129125,-129056,-129005,-128970,-128950,-128942,-128944,-128952,-128963,-128977,-128991,-129006,-129019,-129032,-129043,-129054,-129065,-129075
-129075,-129112,-129150,-129191,-129234,-129279,-129329,-129381,-129437,-129496,-129557,-129619,-129680,-129740,-129798,-129851,-129897,-129933,-129956,-129964,-129952,-129920,-129866,-129790,-129693,-129580,-129456,-129329,-129208,-129103,-129018,-128958,-128920,-128902,-128899,-128907,-128922,-128940,-128959,-128978,-128996,-129012,-129027,-129040,-129053,-129064,-129075
-129075,-129118,-129162,-129209,-129259,-129312,-129370,-129432,-129498,-129567,-129639,-129713,-129786,-129858,-129928,-129993,-130052,-130100,-130133,-130146,-130136,-130100,-130037,-129944,-129824,-129679,-129518,-129352,-129196,-129061,-128957,-128888,-128851,-128839,-128846,-128865,-128889,-128915,-128941,-128966,-128987,-129007,-129024,-129038,-129052,-129064,-129075
-129075,-129124,-129174,-129228,-129285,-129346,-129413,-129484,-129561,-129642,-129727,-129813,-129900,-129985,-130068,-130148,-130223,-130287,-130333,-130356,-130349,-130312,-130240,-130130,-129981,-129796,-129586,-129368,-129162,-128989,-128863,-128787,-128756,-128759,-128782,-128816,-128854,-128891,-128926,-128956,-128982,-129004,-129023,-129038,-129052,-129064,-129075
-129075,-129130,-129187,-129247,-129311,-129381,-129456,-129538,-129627,-129721,-129819,-129920,-130021,-130120,-130217,-130314,-130410,-130496,-130562,-130597,-130598,-130561,-130484,-130358,-130176,-129940,-129664,-129373,-129098,-128872,-128719,-128642,-128629,-128658,-128708,-128765,-128821,-128871,-128915,-128951,-128981,-129005,-129025,-129041,-129054,-129065,-129075
-129075,-129136,-129198,-129265,-129336,-129414,-129499,-129592,-129693,-129801,-129916,-130033,-130150,-130263,-130372,-130484,-130610,-130730,-130824,-130878,-130886,-130852,-130778,-130644,-130427,-130126,-129759,-129362,-128985,-128683,-128501,-128433,-128461,-128537,-128627,-128715,-128793,-128858,-128911,-128954,-128987,-129012,-129031,-129046,-129058,-129067,-129075
-129075,-129141,-129209,-129282,-129360,-129446,-129540,-129644,-129759,-129883,-130015,-130152,-130289,-130416,-130529,-130643,-130818,-130994,-131130,-131205,-131217,-131186,-131135,-131013,-130764,-130379,-129884,-129332,-128797,-128376,-128167,-128130,-128245,-128402,-128551,-128677,-128779,-128859,-128920,-128966,-129001,-129025,-129043,-129056,-129064,-129070,-129075
-129075,-129146,-129219,-129297,-129381,-129474,-129578,-129693,-129821,-129962,-130116,-130278,-130441,-130586,-130688,-130743,-131028,-131299,-131499,-131598,-131592,-131542,-131565,-131510,-131239,-130742,-130067,-129286,-128498,-127855,-127663,-127676,-127988,-128275,-128497,-128664,-128788,-128879,-128945,-128992,-129025,-129047,-129061,-129069,-129073,-129075,-129075
-129075,-129149,-129227,-129309,-129399,-129498,-129609,-129734,-129876,-130036,-130214,-130410,-130614,-130803,-130897,-130612,-131254,-131676,-131968,-132096,-132010,-131826,-132071,-132225,-131939,-131282,-130357,-129248,-128052,-126884,-126954,-126923,-127758,-128213,-128501,-128696,-128832,-128926,-128991,-129034,-129062,-129078,-129086,-129088,-129086,-129081,-129075
-129075,-129152,-129232,-129318,-129411,-129515,-129632,-129766,-129919,-130096,-130301,-130537,-130807,-131117,-131487,-132055,-132268,-132707,-133154,-133462,-133385,-132223,-133465,-133977,-133532,-132606,-131383,-129947,-128437,-127614,-127478,-127330,-127910,-128319,-128599,-128789,-128918,-129004,-129060,-129094,-129112,-129119,-129118,-129112,-129101,-129089,-129075
-129075,-129154,-129235,-129323,-129418,-129524,-129645,-129783,-129945,-130135,-130361,-130633,-130965,-131372,-131878,-132489,-133056,-133732,-134478,-135214,-135843,-136331,-137271,-136688,-135605,-134226,-132620,-130723,-128135,-128060,-128016,-127800,-128231,-128557,-128788,-128946,-129050,-129115,-129153,-129171,-129175,-129170,-129157,-129140,-129120,-129098,-129075
-129075,-129154,-129236,-129323,-129418,-129525,-129645,-129784,-129947,-130142,-130380,-130675,-131049,-131532,-132165,-133005,-133733,-134687,-135813,-137072,-138442,-139987,-142041,-139896,-137975,-136073,-134150,-132188,-130261,-129096,-128727,-128358,-128660,-128890,-129051,-129158,-129223,-129256,-129268,-129265,-129251,-129229,-129203,-129173,-129142,-129109,-129075
-129075,-129153,-129234,-129319,-129413,-129516,-129632,-129767,-129924,-130113,-130346,-130641,-131027,-131544,-132246,-133172,-134187,-135468,-137016,-138818,-140868,-143132,-145250,-142881,-140327,-137940,-135720,-133618,-131623,-129752,-129437,-128971,-129162,-129292,-129373,-129415,-129429,-129423,-129402,-129372,-129336,-129296,-129253,-129210,-129165,-129120,-129075
-129075,-129151,-129229,-129312,-129401,-129499,-129608,-129731,-129875,-130045,-130254,-130521,-130876,-131373,-132105,-133229,-134373,-135981,-137966,-140316,-143081,-146422,-150949,-146051,-142511,-139642,-137170,-134942,-132863,-130930,-130298,-129663,-129726,-129745,-129734,-129703,-129659,-129607,-129549,-129489,-129428,-129367,-129308,-129249,-129190,-129133,-129075
-129075,-129148,-129224,-129303,-129386,-129476,-129574,-129682,-129804,-129944,-130110,-130315,-130586,-130968,-131572,-132699,-134097,-136116,-138550,-141400,-144717,-148527,-152818,-147863,-144023,-140947,-138377,-136117,-133956,-131446,-131163,-130414,-130337,-130230,-130118,-130008,-129901,-129799,-129702,-129610,-129524,-129441,-129363,-129288,-129216,-129145,-129075
